Date,"Total Enabled Membership","Enabled Full Members","Enabled Guests","Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percent of messages, public channels","Percent of messages, private channels","Percent of messages, DMs","Percent of views, public channels","Percent of views, private channels","Percent of views, DMs","Total Full Members","Total Guests","Total Claimed Full Members","Total Claimed Guests","Total Members","Total Claimed Members","Files uploaded","Messages posted by members",Name,"Public channels, single-workspace","Messages posted","Messages posted by apps"
2022-03-09,517,516,1,31,10,55,20,18,0,0,23,0.439,0,0.561,0.7565,0,0.2435,534,1,516,1,535,517,2,41,0,15,53,8
2022-03-10,519,518,1,31,7,55,20,13,0,0,19,0.4063,0,0.5938,0.8427,0,0.1573,535,1,518,1,536,519,0,32,0,15,40,7
2022-03-11,519,518,1,30,8,55,19,7,0,0,79,0.0814,0,0.9186,0.4085,0.0423,0.5493,535,1,518,1,536,519,5,86,0,15,95,4
2022-03-12,519,518,1,8,2,54,20,2,0,0,0,1,0,0,0.7778,0,0.2222,535,1,518,1,536,519,2,2,0,15,4,0
2022-03-13,519,518,1,2,0,55,20,0,0,0,0,0,0,0,1,0,0,535,1,518,1,536,519,0,0,0,15,0,0
2022-03-14,519,518,1,26,6,54,16,0,10,0,30,0,0.25,0.75,0.6176,0.1471,0.2353,535,1,518,1,536,519,4,40,0,15,44,0
2022-03-15,519,518,1,17,9,52,16,0,0,0,39,0,0,1,0.3333,0,0.6667,535,1,518,1,536,519,3,39,0,15,41,0
2022-03-17,520,519,1,15,4,51,15,0,0,0,25,0,0,1,0.549,0,0.451,536,1,519,1,537,520,1,25,0,15,46,20
2022-03-18,520,519,1,19,9,49,15,6,0,0,182,0.0319,0,0.9681,0.14,0,0.86,536,1,519,1,537,520,4,188,0,15,206,7
2022-03-19,520,519,1,10,5,50,16,5,0,0,8,0.3846,0,0.6154,0.5938,0,0.4063,536,1,519,1,537,520,0,13,0,15,13,0
2022-03-20,520,519,1,5,0,49,16,0,0,0,0,0,0,0,1,0,0,536,1,519,1,537,520,0,0,0,15,0,0
2022-03-21,520,519,1,20,2,49,16,0,0,0,17,0,0,1,0.6829,0,0.3171,536,1,519,1,537,520,0,17,0,15,17,0
2022-03-22,520,519,1,16,4,47,15,2,0,0,69,0.0282,0,0.9718,0.3218,0,0.6782,536,1,519,1,537,520,0,71,0,15,72,1
2022-03-23,520,519,1,34,8,49,14,1,0,0,53,0.0185,0,0.9815,0.5273,0,0.4727,536,1,519,1,537,520,6,54,0,15,60,3
2022-03-24,520,519,1,16,7,49,15,5,0,0,10,0.3333,0,0.6667,0.7273,0,0.2727,536,1,519,1,537,520,1,15,0,15,17,1
2022-03-25,520,519,1,26,5,49,14,11,0,0,3,0.7857,0,0.2143,0.8696,0,0.1304,536,1,519,1,537,520,1,14,0,15,15,0
2022-03-26,520,519,1,2,0,47,12,0,0,0,0,0,0,0,1,0,0,536,1,519,1,537,520,0,0,0,15,0,0
2022-03-27,520,519,1,1,0,45,12,0,0,0,0,0,0,0,0,0,1,536,1,519,1,537,520,0,0,0,15,0,0
2022-03-28,520,519,1,15,4,50,13,0,0,0,245,0,0,1,0.112,0,0.888,536,1,519,1,537,520,2,245,0,15,251,4
2022-03-29,521,520,1,32,7,51,15,2,0,0,154,0.0128,0,0.9872,0.1757,0.009,0.8153,537,1,520,1,538,521,3,156,0,15,160,0
2022-03-30,521,520,1,36,5,56,15,2,0,0,13,0.1333,0,0.8667,0.8333,0,0.1667,537,1,520,1,538,521,3,15,0,15,18,0
2022-03-31,521,520,1,13,2,55,13,0,0,0,4,0,0,1,0.9,0,0.1,537,1,520,1,538,521,0,4,0,15,11,7
2022-04-01,521,520,1,13,4,54,11,0,0,0,9,0,0,1,0.6571,0,0.3429,537,1,520,1,538,521,0,9,0,15,10,0
2022-04-02,521,520,1,1,0,53,11,0,0,0,0,0,0,0,1,0,0,537,1,520,1,538,521,0,0,0,15,0,0
2022-04-03,521,520,1,0,0,53,11,0,0,0,0,0,0,0,0,0,0,537,1,520,1,538,521,0,0,0,15,0,0
2022-04-04,521,520,1,4,3,50,10,0,0,0,39,0,0,1,0.0952,0,0.9048,537,1,520,1,538,521,0,39,0,15,39,0
2022-04-05,521,520,1,5,6,46,9,0,3,0,46,0,0.0612,0.9388,0.0227,0.1136,0.8636,537,1,520,1,538,521,1,49,0,15,50,0
2022-04-06,521,520,1,24,4,38,8,1,0,0,20,0.0476,0,0.9524,0.5918,0,0.4082,537,1,520,1,538,521,0,21,0,15,21,0
2022-04-07,521,520,1,30,7,41,11,11,3,0,38,0.2115,0.0577,0.7308,0.6894,0.0227,0.2879,537,1,520,1,538,521,4,52,0,15,60,4
2022-04-08,522,521,1,12,5,40,11,0,0,0,51,0,0,1,0.2813,0,0.7188,538,1,521,1,539,522,3,51,0,15,54,0
2022-04-09,522,521,1,2,2,40,11,0,0,0,18,0,0,1,0,0,1,538,1,521,1,539,522,0,18,0,15,18,0
2022-04-10,522,521,1,1,0,41,11,0,0,0,0,0,0,0,1,0,0,538,1,521,1,539,522,0,0,0,15,0,0
2022-04-11,522,521,1,9,4,42,11,0,0,0,82,0,0,1,0.1282,0,0.8718,538,1,521,1,539,522,6,82,0,15,87,0
2022-04-12,522,521,1,12,6,43,11,0,0,0,33,0,0,1,0.3617,0,0.6383,538,1,521,1,539,522,4,33,0,15,45,8
2022-04-13,523,522,1,31,8,47,11,20,0,0,92,0.1786,0,0.8214,0.4433,0,0.5567,539,1,522,1,540,523,14,112,0,15,132,8
2022-04-14,523,522,1,32,8,49,14,5,0,0,20,0.2,0,0.8,0.7821,0,0.2179,539,1,522,1,540,523,3,25,0,15,29,1
2022-04-15,523,522,1,20,6,48,15,3,0,0,27,0.1,0,0.9,0.3818,0,0.6182,539,1,522,1,540,523,9,30,0,15,46,8
2022-04-16,523,522,1,5,0,48,15,0,0,0,0,0,0,0,1,0,0,539,1,522,1,540,523,0,0,0,15,0,0
2022-04-17,523,522,1,0,0,47,15,0,0,0,0,0,0,0,0,0,0,539,1,522,1,540,523,0,0,0,15,0,0
2022-04-18,523,522,1,12,4,50,16,0,0,0,55,0,0,1,0.3548,0.0323,0.6129,539,1,522,1,540,523,4,55,0,15,60,0
2022-04-19,523,522,1,28,7,51,16,2,0,0,24,0.0769,0,0.9231,0.6557,0,0.3443,539,1,522,1,540,523,2,26,0,15,31,3
2022-04-20,523,522,1,24,3,47,15,2,0,0,1,0.6667,0,0.3333,1,0,0,539,1,522,1,540,523,0,3,0,15,3,0
2022-04-21,524,523,1,29,6,47,16,14,0,0,1,0.9333,0,0.0667,1,0,0,540,1,523,1,541,524,0,15,0,15,15,0
2022-04-22,524,523,1,11,3,46,16,0,0,0,29,0,0,1,0.4222,0,0.5778,540,1,523,1,541,524,0,29,0,15,31,2
2022-04-23,524,523,1,1,0,46,16,0,0,0,0,0,0,0,1,0,0,540,1,523,1,541,524,0,0,0,15,0,0
2022-04-24,524,523,1,2,0,47,16,0,0,0,0,0,0,0,0.8,0,0.2,540,1,523,1,541,524,0,0,0,15,0,0
2022-04-25,527,526,1,12,7,52,18,1,4,0,81,0.0116,0.0465,0.9419,0.1875,0.125,0.6875,544,1,526,1,545,527,0,86,0,15,91,0
2022-04-26,528,527,1,30,9,52,16,12,0,0,63,0.16,0,0.84,0.5234,0,0.4766,544,1,527,1,545,528,0,75,0,15,78,2
2022-04-27,528,527,1,31,8,49,16,40,0,0,50,0.4444,0,0.5556,0.7048,0,0.2952,544,1,527,1,545,528,9,90,0,15,96,0
2022-04-28,528,527,1,35,10,50,16,10,0,0,32,0.2381,0,0.7619,0.6935,0,0.3065,544,1,527,1,545,528,1,42,0,15,44,1
2022-04-29,528,527,1,34,8,50,17,11,0,0,97,0.1019,0,0.8981,0.6301,0,0.3699,544,1,527,1,545,528,1,108,0,15,110,1
2022-04-30,528,527,1,17,3,51,18,3,0,0,0,1,0,0,0.96,0,0.04,544,1,527,1,545,528,0,3,0,15,3,0
2022-05-01,528,527,1,2,0,50,18,0,0,0,0,0,0,0,1,0,0,544,1,527,1,545,528,0,0,0,15,0,0
2022-05-02,529,528,1,24,7,52,19,4,11,0,47,0.0645,0.1774,0.7581,0.3871,0.2258,0.3871,545,1,528,1,546,529,0,62,0,15,62,0
2022-05-03,529,528,1,23,7,52,20,1,8,0,38,0.0213,0.1702,0.8085,0.3011,0.2473,0.4516,545,1,528,1,546,529,0,47,0,15,47,0
2022-05-04,529,528,1,34,12,54,22,17,2,0,181,0.085,0.01,0.905,0.4448,0.013,0.5422,545,1,528,1,546,529,6,200,0,15,208,1
2022-05-05,529,528,1,32,11,57,21,7,1,0,129,0.0511,0.0073,0.9416,0.3404,0.0255,0.634,545,1,528,1,546,529,1,137,0,15,138,0
2022-05-06,529,528,1,34,11,59,24,2,0,0,71,0.0274,0,0.9726,0.4186,0.0078,0.5736,545,1,528,1,546,529,2,73,0,15,75,0
2022-05-07,529,528,1,6,1,59,24,0,0,0,1,0,0,1,0.8333,0,0.1667,545,1,528,1,546,529,0,1,0,15,3,0
2022-05-08,529,528,1,5,0,59,24,0,0,0,0,0,0,0,0.6667,0,0.3333,545,1,528,1,546,529,1,0,0,15,1,0
2022-05-09,529,528,1,24,6,59,25,7,1,0,101,0.0642,0.0092,0.9266,0.3165,0.0316,0.6519,545,1,528,1,546,529,0,109,0,15,109,0
2022-05-10,529,528,1,28,9,61,24,3,0,0,147,0.02,0,0.98,0.2121,0,0.7879,545,1,528,1,546,529,1,150,0,15,155,4
2022-05-11,529,528,1,29,11,56,22,10,16,0,107,0.0752,0.1203,0.8045,0.44,0.1127,0.4473,545,1,528,1,546,529,3,133,0,15,141,1
2022-05-12,441,440,1,86,11,101,22,8,4,0,216,0.0351,0.0175,0.9474,0.4581,0.0308,0.511,452,1,440,1,453,441,1,228,0,15,238,5
2022-05-13,441,440,1,42,9,103,21,9,1,0,21,0.2903,0.0323,0.6774,0.7714,0.0343,0.1943,452,1,440,1,453,441,3,31,0,15,43,8
2022-05-14,441,440,1,10,2,104,21,0,0,0,22,0,0,1,0.193,0,0.807,452,1,440,1,453,441,0,22,0,15,24,0
2022-05-15,441,440,1,1,0,105,21,0,0,0,0,0,0,0,1,0,0,452,1,440,1,453,441,0,0,0,15,0,0
2022-05-16,440,439,1,28,6,107,21,10,17,0,18,0.2222,0.3778,0.4,0.8108,0.0631,0.1261,451,1,439,1,452,440,3,45,0,15,50,2
2022-05-17,440,439,1,22,7,108,20,34,0,0,102,0.25,0,0.75,0.5036,0,0.4964,451,1,439,1,452,440,6,136,0,15,148,6
2022-05-18,441,440,1,37,10,112,19,6,60,0,73,0.0432,0.4317,0.5252,0.4718,0.2621,0.2661,452,1,440,1,453,441,1,139,0,15,149,7
2022-05-19,442,441,1,39,8,71,18,8,9,0,64,0.0988,0.1111,0.7901,0.5833,0.1056,0.3111,453,1,441,1,454,442,0,81,0,15,82,0
2022-05-20,442,441,1,22,7,68,15,1,0,0,96,0.0103,0,0.9897,0.2923,0,0.7077,453,1,441,1,454,442,0,97,0,15,98,0
2022-05-21,442,441,1,1,0,67,15,0,0,0,0,0,0,0,1,0,0,453,1,441,1,454,442,0,0,0,15,0,0
2022-05-22,442,441,1,2,0,67,15,0,0,0,0,0,0,0,1,0,0,453,1,441,1,454,442,0,0,0,15,0,0
2022-05-23,443,442,1,38,13,71,19,13,3,0,72,0.1477,0.0341,0.8182,0.599,0.0254,0.3756,454,1,442,1,455,443,10,88,0,15,99,2
2022-05-24,443,442,1,25,10,68,23,7,0,0,117,0.0565,0,0.9435,0.3268,0,0.6732,454,1,442,1,455,443,1,124,0,15,126,0
2022-05-25,443,442,1,30,13,63,24,9,0,0,104,0.0796,0,0.9204,0.4343,0.0253,0.5404,454,1,442,1,455,443,4,113,0,15,120,2
2022-05-26,444,443,1,20,8,60,24,3,4,0,66,0.0411,0.0548,0.9041,0.3796,0.0926,0.5278,455,1,443,1,456,444,1,73,0,16,74,0
2022-05-27,444,443,1,28,9,60,25,9,0,0,51,0.15,0,0.85,0.569,0,0.431,455,1,443,1,456,444,3,60,0,16,65,2
2022-05-28,444,443,1,5,2,61,25,0,0,0,2,0,0,1,0.6,0,0.4,455,1,443,1,456,444,0,2,0,16,2,0
2022-05-29,444,443,1,2,0,61,25,0,0,0,0,0,0,0,1,0,0,455,1,443,1,456,444,0,0,0,16,0,0
2022-05-30,444,443,1,3,0,54,21,0,0,0,0,0,0,0,1,0,0,455,1,443,1,456,444,0,0,0,16,0,0
2022-05-31,444,443,1,20,4,53,19,0,1,0,134,0,0.0074,0.9926,0.134,0.0103,0.8557,455,1,443,1,456,444,3,135,0,16,141,1
2022-06-01,444,443,1,31,7,54,14,2,1,0,186,0.0106,0.0053,0.9841,0.231,0.031,0.7379,458,1,443,1,459,444,2,189,0,16,203,0
2022-06-03,445,444,1,36,12,53,18,25,0,0,134,0.1572,0,0.8428,0.498,0,0.502,459,1,444,1,460,445,3,159,0,17,164,1
2022-06-04,445,444,1,6,3,54,18,0,0,0,4,0,0,1,0.5263,0,0.4737,459,1,444,1,460,445,0,4,0,17,4,0
2022-06-05,445,444,1,0,0,53,18,0,0,0,0,0,0,0,0,0,0,459,1,444,1,460,445,0,0,0,17,0,0
2022-06-06,446,445,1,31,11,58,21,17,0,0,42,0.2881,0,0.7119,0.7559,0,0.2441,459,1,445,1,460,446,1,59,0,17,62,2
2022-06-07,446,445,1,33,10,59,21,10,0,0,98,0.0926,0,0.9074,0.5529,0,0.4471,459,1,445,1,460,446,3,108,0,17,111,0
2022-06-08,447,446,1,34,15,61,24,26,0,0,91,0.2222,0,0.7778,0.6057,0.0407,0.3537,460,1,446,1,461,447,4,117,0,17,128,2
2022-06-09,447,446,1,34,12,59,22,8,0,0,138,0.0548,0,0.9452,0.3777,0,0.6223,460,1,446,1,461,447,1,146,0,17,148,0
2022-06-10,447,446,1,19,11,53,22,7,0,0,46,0.1321,0,0.8679,0.5,0,0.5,461,1,446,1,462,447,6,53,0,17,61,1
2022-06-11,447,446,1,2,1,51,22,0,0,0,1,0,0,1,0,0,1,461,1,446,1,462,447,0,1,0,17,2,0
2022-06-12,447,446,1,0,0,51,22,0,0,0,0,0,0,0,0,0,0,461,1,446,1,462,447,0,0,0,17,0,0
2022-06-13,447,446,1,16,4,50,20,2,0,0,247,0.008,0,0.992,0.1571,0.0153,0.8276,462,1,446,1,463,447,0,249,0,17,256,5
2022-06-14,447,446,1,19,11,48,20,6,0,0,361,0.0163,0,0.9837,0.0599,0.0027,0.9373,462,1,446,1,463,447,3,367,0,17,370,0
2022-06-15,447,446,1,34,13,48,20,3,3,0,335,0.0088,0.0088,0.9824,0.1534,0.0082,0.8384,462,1,446,1,463,447,13,341,0,17,360,6
2022-06-16,449,448,1,33,7,51,18,1,1,0,355,0.0028,0.0028,0.9944,0.1495,0.0117,0.8388,464,1,448,1,465,449,5,357,0,17,368,6
2022-06-17,449,448,1,23,7,54,17,0,0,0,106,0,0,1,0.2384,0.0066,0.755,464,1,448,1,465,449,4,106,0,17,110,0
2022-06-18,449,448,1,1,0,54,17,0,0,0,0,0,0,0,1,0,0,464,1,448,1,465,449,0,0,0,17,0,0
2022-06-19,449,448,1,2,0,56,17,0,0,0,0,0,0,0,1,0,0,464,1,448,1,465,449,0,0,0,17,0,0
2022-06-20,449,448,1,5,4,54,17,0,0,0,45,0,0,1,0.0227,0,0.9773,464,1,448,1,465,449,0,45,0,17,45,0
2022-06-21,449,448,1,17,7,56,15,0,13,0,386,0,0.0326,0.9674,0.0281,0.0638,0.9082,464,1,448,1,465,449,19,399,0,18,420,4
2022-06-22,450,449,1,33,14,57,17,7,1,0,194,0.0347,0.005,0.9604,0.2157,0.028,0.7563,465,1,449,1,466,450,27,202,0,18,232,0
2022-06-23,452,451,1,35,9,57,16,1,0,0,388,0.0026,0,0.9974,0.1145,0,0.8855,467,1,451,1,468,452,10,389,0,18,403,2
2022-06-24,452,451,1,24,9,58,18,2,0,0,34,0.0556,0,0.9444,0.4231,0.0513,0.5256,468,1,451,1,469,452,7,36,0,18,50,6
2022-06-25,452,451,1,1,0,58,18,0,0,0,0,0,0,0,1,0,0,468,1,451,1,469,452,0,0,0,18,0,0
2022-06-26,452,451,1,2,0,58,18,0,0,0,0,0,0,0,0.8571,0.1429,0,468,1,451,1,469,452,0,0,0,18,0,0
2022-06-27,452,451,1,21,3,60,19,1,0,0,5,0.1667,0,0.8333,0.8205,0.0513,0.1282,468,1,451,1,469,452,1,6,0,18,9,2
2022-06-28,455,454,1,21,7,61,21,1,0,0,52,0.0189,0,0.9811,0.3548,0,0.6452,471,1,454,1,472,455,0,53,0,18,54,0
2022-06-29,457,456,1,29,6,56,18,1,0,0,205,0.0049,0,0.9951,0.164,0.016,0.82,473,1,456,1,474,457,17,206,0,18,227,1
2022-06-30,457,456,1,29,6,51,18,5,0,0,43,0.1042,0,0.8958,0.5743,0,0.4257,473,1,456,1,474,457,10,48,0,18,57,0
2022-07-01,457,456,1,18,5,49,13,1,0,0,37,0.0263,0,0.9737,0.5,0,0.5,473,1,456,1,474,457,3,38,0,18,41,0
2022-07-02,457,456,1,10,1,49,13,0,0,0,1,0,0,1,0.8235,0.0588,0.1176,473,1,456,1,474,457,0,1,0,18,2,0
2022-07-03,457,456,1,3,0,49,13,0,0,0,0,0,0,0,0.75,0,0.25,473,1,456,1,474,457,0,0,0,18,0,0
2022-07-04,457,456,1,1,0,47,12,0,0,0,0,0,0,0,0,0,1,473,1,456,1,474,457,0,0,0,18,0,0
2022-07-05,457,456,1,19,6,48,10,0,19,0,45,0,0.2969,0.7031,0.22,0.32,0.46,473,1,456,1,474,457,1,64,0,18,68,0
2022-07-06,457,456,1,36,9,55,13,5,1,0,64,0.0714,0.0143,0.9143,0.4971,0.0643,0.4386,473,1,456,1,474,457,1,70,0,18,80,0
2022-07-08,458,457,1,18,9,50,15,6,0,0,74,0.075,0,0.925,0.4364,0,0.5636,474,1,457,1,475,458,13,80,0,18,98,6
2022-07-09,458,457,1,1,0,50,15,0,0,0,0,0,0,0,0,0,1,474,1,457,1,475,458,2,0,0,18,2,0
2022-07-10,458,457,1,3,0,51,15,0,0,0,0,0,0,0,0.3333,0,0.6667,474,1,457,1,475,458,1,0,0,18,1,0
2022-07-11,458,457,1,19,9,56,18,5,0,0,203,0.024,0,0.976,0.1397,0,0.8603,474,1,457,1,475,458,7,208,0,18,217,2
2022-07-12,459,458,1,34,8,58,19,4,0,0,140,0.0278,0,0.9722,0.3291,0,0.6709,475,1,458,1,476,459,11,144,0,18,160,7
2022-07-13,459,458,1,34,9,56,20,2,6,0,126,0.0149,0.0448,0.9403,0.2677,0.063,0.6693,475,1,458,1,476,459,2,134,0,18,138,2
2022-07-14,459,458,1,27,11,55,18,28,56,0,225,0.0906,0.1812,0.7282,0.1944,0.116,0.6897,475,1,458,1,476,459,11,309,0,18,323,2
2022-07-15,459,458,1,23,7,54,17,0,28,0,150,0,0.1573,0.8427,0.1532,0.1306,0.7162,475,1,458,1,476,459,6,178,0,18,187,4
2022-07-16,459,458,1,5,2,55,17,0,1,0,2,0,0.3333,0.6667,0.3,0.3,0.4,475,1,458,1,476,459,0,3,0,18,3,0
2022-07-17,459,458,1,0,0,54,17,0,0,0,0,0,0,0,0,0,0,475,1,458,1,476,459,0,0,0,18,0,0
2022-07-18,460,459,1,28,13,57,21,9,7,0,137,0.0588,0.0458,0.8954,0.1782,0.0582,0.7636,476,1,459,1,477,460,1,153,0,18,156,0
2022-07-19,460,459,1,24,4,58,19,0,54,0,121,0,0.3086,0.6914,0.1549,0.354,0.4912,476,1,459,1,477,460,0,175,0,18,179,3
2022-07-20,460,459,1,38,10,56,19,6,3,0,28,0.1622,0.0811,0.7568,0.6283,0.0796,0.292,476,1,459,1,477,460,5,37,0,18,42,0
2022-07-21,460,459,1,19,8,59,20,2,12,0,90,0.0192,0.1154,0.8654,0.2184,0.2126,0.569,476,1,459,1,477,460,5,104,0,18,110,3
2022-07-22,460,459,1,31,8,57,21,3,26,0,114,0.021,0.1818,0.7972,0.1584,0.1337,0.7079,476,1,459,1,477,460,4,143,0,18,148,0
2022-07-23,460,459,1,3,1,56,21,0,0,0,2,0,0,1,0.3333,0.3333,0.3333,476,1,459,1,477,460,0,2,0,18,2,0
2022-07-24,460,459,1,1,0,56,21,0,0,0,0,0,0,0,1,0,0,476,1,459,1,477,460,0,0,0,18,0,0
2022-07-25,460,459,1,13,6,53,17,0,1,0,70,0,0.0141,0.9859,0.1412,0.0471,0.8118,476,1,459,1,477,460,0,71,0,18,71,0
2022-07-26,461,460,1,34,11,56,20,6,21,0,147,0.0345,0.1207,0.8448,0.2371,0.1478,0.6151,477,1,460,1,478,461,0,174,0,18,177,0
2022-07-27,462,461,1,32,9,54,18,7,32,0,461,0.014,0.064,0.922,0.1652,0.0923,0.7426,478,1,461,1,479,462,4,500,0,18,505,2
2022-07-28,462,461,1,24,8,53,19,1,8,0,95,0.0096,0.0769,0.9135,0.2323,0.0968,0.671,478,1,461,1,479,462,2,104,0,18,108,2
2022-07-29,462,461,1,14,8,50,19,26,42,0,324,0.0663,0.1071,0.8265,0.1165,0.0665,0.817,478,1,461,1,479,462,2,392,0,18,397,2
2022-07-30,462,461,1,3,1,50,19,0,1,0,0,0,1,0,0,1,0,478,1,461,1,479,462,0,1,0,18,1,0
2022-07-31,462,461,1,6,0,50,19,0,0,0,0,0,0,0,1,0,0,478,1,461,1,479,462,1,0,0,18,1,0
2022-08-01,462,461,1,23,5,52,19,2,2,0,44,0.0417,0.0417,0.9167,0.4091,0.0795,0.5114,478,1,461,1,479,462,3,48,0,18,50,0
2022-08-02,464,463,1,21,6,52,16,2,19,0,9,0.0667,0.6333,0.3,0.6842,0.1316,0.1842,480,1,463,1,481,464,1,30,0,18,31,0
2022-08-03,464,463,1,28,7,49,15,5,5,0,5,0.3333,0.3333,0.3333,0.8305,0.1186,0.0508,480,1,463,1,481,464,0,15,0,18,16,0
2022-08-04,464,463,1,29,8,48,14,7,7,0,27,0.1707,0.1707,0.6585,0.7297,0.027,0.2432,480,1,463,1,481,464,5,41,0,18,47,2
2022-08-05,466,465,1,16,7,48,14,3,4,0,62,0.0435,0.058,0.8986,0.209,0.1269,0.6642,482,1,465,1,483,466,0,69,0,18,75,0
2022-08-06,466,465,1,3,0,48,14,0,0,0,0,0,0,0,0.6,0.4,0,482,1,465,1,483,466,0,0,0,18,0,0
2022-08-07,466,465,1,0,0,48,14,0,0,0,0,0,0,0,0,0,0,482,1,465,1,483,466,0,0,0,18,0,0
2022-08-08,466,465,1,10,3,48,14,0,18,0,293,0,0.0579,0.9421,0.0231,0.0594,0.9175,482,1,465,1,483,466,2,311,0,18,313,0
2022-08-09,466,465,1,32,6,51,17,1,7,0,86,0.0106,0.0745,0.9149,0.3064,0.0578,0.6358,482,1,465,1,483,466,11,94,0,18,101,0
2022-08-10,466,465,1,33,8,54,16,2,5,2,111,0.0169,0.0424,0.9407,0.2708,0.0486,0.6806,482,1,465,1,483,466,5,118,0,19,123,0
2022-08-11,467,466,1,16,7,53,13,0,4,1,323,0,0.0122,0.9878,0.0397,0.0273,0.933,483,1,466,1,484,467,47,327,0,24,368,0
2022-08-12,467,466,1,22,9,53,13,5,135,0,208,0.0144,0.3879,0.5977,0.1176,0.3412,0.5412,483,1,466,1,484,467,11,348,0,24,366,2
2022-08-13,467,466,1,13,2,53,13,1,1,0,0,0.5,0.5,0,0.8333,0.1667,0,483,1,466,1,484,467,2,2,0,24,3,0
2022-08-14,467,466,1,4,1,54,14,0,0,0,1,0,0,1,0.7143,0,0.2857,483,1,466,1,484,467,0,1,0,24,2,0
2022-08-15,467,466,1,30,5,58,15,11,0,0,87,0.1122,0,0.8878,0.5787,0.0051,0.4162,483,1,466,1,484,467,0,98,0,24,102,4
2022-08-16,467,466,1,32,8,58,16,10,13,0,168,0.0524,0.0681,0.8796,0.2947,0.0313,0.674,483,1,466,1,484,467,0,191,0,24,198,7
2022-08-17,467,466,1,32,10,56,15,19,12,0,50,0.2346,0.1481,0.6173,0.461,0.1883,0.3506,483,1,466,1,484,467,1,81,0,24,83,0
2022-08-18,469,468,1,75,14,93,19,37,15,0,242,0.1259,0.051,0.8231,0.5051,0.0572,0.4377,485,1,468,1,486,469,7,294,0,24,304,0
2022-08-19,469,468,1,36,6,107,19,0,0,0,58,0,0,1,0.471,0.0072,0.5217,485,1,468,1,486,469,1,58,0,24,59,0
2022-08-20,469,468,1,2,0,108,19,0,0,0,0,0,0,0,1,0,0,485,1,468,1,486,469,0,0,0,24,0,0
2022-08-21,469,468,1,2,0,108,19,0,0,0,0,0,0,0,0.75,0,0.25,485,1,468,1,486,469,0,0,0,24,0,0
2022-08-22,469,468,1,38,9,109,20,6,5,0,290,0.0199,0.0166,0.9635,0.2091,0.0795,0.7114,485,1,468,1,486,469,3,301,0,24,309,2
2022-08-23,469,468,1,38,13,113,23,42,13,1,97,0.2763,0.0855,0.6382,0.5078,0.0969,0.3953,485,1,468,1,486,469,8,152,0,24,162,0
2022-08-24,470,469,1,37,10,117,24,3,8,1,65,0.0395,0.1053,0.8553,0.4939,0.0976,0.4085,486,1,469,1,487,470,2,76,0,24,80,2
2022-08-25,472,471,1,38,13,82,22,11,18,0,142,0.0643,0.1053,0.8304,0.4153,0.1096,0.4751,488,1,471,1,489,472,10,171,0,24,178,0
2022-08-26,472,471,1,42,15,71,24,41,3,0,293,0.1217,0.0089,0.8694,0.4315,0.0135,0.5551,488,1,471,1,489,472,5,337,0,24,348,6
2022-08-27,472,471,1,12,6,70,24,1,0,0,79,0.0125,0,0.9875,0.0658,0,0.9342,488,1,471,1,489,472,5,80,0,24,82,0
2022-08-28,472,471,1,9,1,69,24,1,0,0,0,1,0,0,0.9167,0,0.0833,488,1,471,1,489,472,0,1,0,24,1,0
2022-08-29,476,475,1,77,14,97,25,12,1,1,34,0.2553,0.0213,0.7234,0.9033,0.0067,0.09,492,1,475,1,493,476,5,47,0,24,64,13
2022-08-30,483,482,1,71,15,109,25,48,2,0,135,0.2595,0.0108,0.7297,0.7059,0.0232,0.2709,499,1,482,1,500,483,24,185,0,25,207,0
2022-08-31,486,485,1,59,15,112,26,21,12,0,114,0.1429,0.0816,0.7755,0.5291,0.1111,0.3598,503,1,485,1,504,486,12,147,0,25,164,0
2022-09-01,486,485,1,42,13,114,26,9,39,0,61,0.0826,0.3578,0.5596,0.4602,0.3496,0.1903,504,1,485,1,505,486,6,109,0,25,124,0
2022-09-02,487,486,1,42,11,117,27,17,14,0,297,0.0518,0.0427,0.9055,0.2657,0.0753,0.659,505,1,486,1,506,487,11,328,0,25,341,0
2022-09-03,488,487,1,13,6,120,27,0,13,0,3,0,0.8125,0.1875,0.2143,0.6429,0.1429,506,1,487,1,507,488,0,16,0,25,16,0
2022-09-04,488,487,1,5,1,121,27,0,0,0,1,0,0,1,0.7778,0,0.2222,506,1,487,1,507,488,0,1,0,25,1,0
2022-09-05,488,487,1,7,2,99,24,0,3,0,14,0,0.1765,0.8235,0.16,0.16,0.68,506,1,487,1,507,488,0,17,0,25,17,0
2022-09-06,488,487,1,42,11,87,23,13,13,11,257,0.0459,0.0459,0.9081,0.3308,0.0814,0.5878,506,1,487,1,507,488,10,283,0,25,299,3
2022-09-07,488,487,1,46,12,77,22,11,13,0,173,0.0558,0.066,0.8782,0.4725,0.0907,0.4368,506,1,487,1,507,488,8,197,0,25,214,1
2022-09-08,488,487,1,38,13,73,18,1,5,0,147,0.0065,0.0327,0.9608,0.3796,0.0657,0.5547,506,1,487,1,507,488,10,153,0,25,174,12
2022-09-09,488,487,1,41,12,70,18,10,31,0,147,0.0532,0.1649,0.7819,0.4193,0.1149,0.4658,506,1,487,1,507,488,19,188,0,25,215,7
